Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
15-May-00,0,0,0,36380.34,23625034,2319.79
16-May-00,0,0,0,36396.22,17718954,1656.79
17-May-00,0,0,0,35809.55,19273347,2006.24
18-May-00,0,0,0,34399.63,17162436,1620.62
19-May-00,0,0,0,33145.67,19253893,2069.93
22-May-00,0,0,0,30167.05,18316881,1594.63
23-May-00,0,0,0,30899.56,20202353,1737.17
24-May-00,0,0,0,30262.56,17099115,1695.08
25-May-00,0,0,0,29923.74,17921554,1844.68
26-May-00,0,0,0,27915.01,17097685,1659.67
29-May-00,0,0,0,27732.46,19328530,1913.83
30-May-00,0,0,0,29563.77,18592214,1723.16
31-May-00,0,0,0,32394.06,15521509,1381.71
01-Jun-00,0,0,0,31782.65,24297184,2287.87
02-Jun-00,0,0,0,34161.14,23421931,2508.79
05-Jun-00,0,0,0,36434.08,22584786,2667.27
06-Jun-00,0,0,0,38396.37,23202147,2555.23
07-Jun-00,0,0,0,38934.6,32295451,3570.56
08-Jun-00,0,0,0,39915.46,25968273,3218.64
09-Jun-00,0,0,0,39263.44,30353542,3388.57
12-Jun-00,0,0,0,38608.15,23907111,2312.35
13-Jun-00,0,0,0,38495.35,22277316,2342.79
14-Jun-00,0,0,0,39307.35,23859168,2660.24
15-Jun-00,0,0,0,41113.61,21252388,3070.37
16-Jun-00,0,0,0,43434.81,28268130,3583.75
19-Jun-00,0,0,0,44648.77,29543539,3689.66
20-Jun-00,0,0,0,45385.41,29561525,3663.37
21-Jun-00,0,0,0,42870.73,37962928,4194.81
22-Jun-00,0,0,0,43176.34,25645602,3066.69
23-Jun-00,0,0,0,41063.2,27396228,2925.36
26-Jun-00,0,0,0,41737.45,22441294,2281.9
27-Jun-00,0,0,0,41235.94,23359590,2651.37
28-Jun-00,0,0,0,42194.73,26716740,2388.81
29-Jun-00,0,0,0,42314,28667372,2797.33
30-Jun-00,0,0,0,42411.04,26722535,2554.5
03-Jul-00,0,0,0,45031.88,22162004,2733.58
04-Jul-00,0,0,0,45724.51,24799227,2950.13
05-Jul-00,0,0,0,44866.44,24272938,2719.74
06-Jul-00,0,0,0,43977.81,18481153,2054.26
07-Jul-00,0,0,0,43461.3,17283252,1982.89
10-Jul-00,0,0,0,43018.37,16302270,1763.23
11-Jul-00,0,0,0,41892.93,19142532,2230.01
12-Jul-00,0,0,0,43690.42,22841898,2652.65
13-Jul-00,0,0,0,41634.7,26333502,2985.68
14-Jul-00,0,0,0,40708.95,22864653,3138.91
17-Jul-00,0,0,0,39922.01,21664616,2481.78
18-Jul-00,0,0,0,38851.42,22408428,2505.98
19-Jul-00,0,0,0,38198.43,19074726,2262.91
20-Jul-00,0,0,0,38233.13,18535507,1912.11
21-Jul-00,0,0,0,37125.23,20760313,2329.75
24-Jul-00,0,0,0,33591.61,20970935,2172.75
25-Jul-00,0,0,0,36559.42,30544292,3065.71
26-Jul-00,0,0,0,33758.19,26468032,2481.48
27-Jul-00,0,0,0,35178.6,35001165,3179.92
28-Jul-00,0,0,0,35232.63,34499737,3315.97
31-Jul-00,0,0,0,34587.23,23683373,2278.58
01-Aug-00,0,0,0,34372.51,26098987,2463.98
02-Aug-00,0,0,0,34359.27,15770998,1607.39
03-Aug-00,0,0,0,33423.35,18666103,2099.77
04-Aug-00,0,0,0,31361.53,31268518,2929.84
07-Aug-00,0,0,0,31587.13,26478856,2119.24
08-Aug-00,0,0,0,34875.17,30343650,3188.56
09-Aug-00,0,0,0,35801.21,49744908,3232.21
10-Aug-00,0,0,0,34357.37,39990682,2676.57
11-Aug-00,0,0,0,34273.48,37357214,2601.24
14-Aug-00,0,0,0,35006.47,34825856,2223.29
16-Aug-00,0,0,0,36926.7,43462231,2872.62
17-Aug-00,0,0,0,35895.01,42429861,2631.55
